발행기관코드,발행기관명,표준코드,단축코드,채권분류,변경전 발행기관코드,상장여부,활성여부,상장일,상장폐지일,한글종목명,영문종목명,채권유형,지방채구분,발행금액,발행일,발행통화,상환일,특이채권유형,보증담보,보증률(%),이자지급방법,발행방법,발행구분,크라우드펀딩여부,표면이자율 확정여부,표면이자율(%),낙찰금리(%),발행가액(%),만기상환율(%),특이발행조건,옵션,선/후/중순위,상환방법,물가연동구분,참조지수(%),신종자본증권여부,조건부자본증권 유형,유동화,휴무관련(원금),이자지급기준,경과금리(%),휴무관련(이자),이자 선/후급,이자지급주기(개월),이자지급기준일구분,이자계산주기(개월),이자원단위 미만처리,이자월말구분,단수일이자기준,최초이자지급일,매출형태,선매출이자 지급방법,선/후매출일,기명구분,보장수익률(%),보장수익률적용일,추가수익률(%),추가수익률적용일,(전자)등록기관,원리금지급대행기관,대표주관회사,보증기관,신용평가기관1,신용등급,신용평가기관2,신용평가기관3,신용평가기관4,CFI,FISN,Call 주체,Call 사유
14576,비엔케이캐피탈(주),KR6145769A72,B145769A7,할부금융채권 (116250),,상장,활성,2020-07-28,,BNK캐피탈 213-1,BNK CAPITAL 213-1,회사채,,"10,000,000,000",2020-07-27,원화,2022-06-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.434,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-10-27,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.434 Bd 20220627 Sr,,
14576,비엔케이캐피탈(주),KR614576AA52,B14576AA5,할부금융채권 (116250),,상장,활성,2020-05-26,,BNK캐피탈 207-2,BNK CAPITAL 207-2,회사채,,"10,000,000,000",2020-05-25,원화,2021-10-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.603,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-08-25,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.603 Bd 20211025 Sr,,
14576,비엔케이캐피탈(주),KR614576AA60,B14576AA6,할부금융채권 (116250),,상장,활성,2020-06-29,,BNK캐피탈 210-1,BNK CAPITAL 210-1,회사채,,"10,000,000,000",2020-06-26,원화,2022-01-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.451,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-26,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.451 Bd 20220126 Sr,,
14576,비엔케이캐피탈(주),KR614576AA78,B14576AA7,할부금융채권 (116250),,상장,활성,2020-07-28,,BNK캐피탈 213-2,BNK CAPITAL 213-2,회사채,,"10,000,000,000",2020-07-27,원화,2022-10-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.484,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-27,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.484 Bd 20221027 Sr,,
14576,비엔케이캐피탈(주),KR614576BA51,B14576BA5,할부금융채권 (116250),,상장,활성,2020-05-26,,BNK캐피탈 207-3,BNK CAPITAL 207-3,회사채,,"20,000,000,000",2020-05-25,원화,2021-12-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.617,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-08-25,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.617 Bd 20211224 Sr,,
14576,비엔케이캐피탈(주),KR614576BA69,B14576BA6,할부금융채권 (116250),,상장,활성,2020-06-29,,BNK캐피탈 210-2,BNK CAPITAL 210-2,회사채,,"10,000,000,000",2020-06-26,원화,2022-08-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.53,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-26,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.530 Bd 20220826 Sr,,
14576,비엔케이캐피탈(주),KR614576BA77,B14576BA7,할부금융채권 (116250),,상장,활성,2020-07-28,,BNK캐피탈 213-3,BNK CAPITAL 213-3,회사채,,"30,000,000,000",2020-07-27,원화,2023-07-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.583,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-27,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.583 Bd 20230727 Sr,,
14576,비엔케이캐피탈(주),KR614576CA50,B14576CA5,할부금융채권 (116250),,상장,활성,2020-05-26,,BNK캐피탈 207-4,BNK CAPITAL 207-4,회사채,,"10,000,000,000",2020-05-25,원화,2022-04-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.646,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-08-25,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.646 Bd 20220425 Sr,,
14576,비엔케이캐피탈(주),KR614576CA68,B14576CA6,할부금융채권 (116250),,상장,활성,2020-06-29,,BNK캐피탈 210-3,BNK CAPITAL 210-3,회사채,,"10,000,000,000",2020-06-26,원화,2022-09-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.536,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-26,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.536 Bd 20220926 Sr,,
14576,비엔케이캐피탈(주),KR614576CA76,B14576CA7,할부금융채권 (116250),,상장,활성,2020-07-28,,BNK캐피탈 213-4,BNK CAPITAL 213-4,회사채,,"20,000,000,000",2020-07-27,원화,2025-07-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.717,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-10-27,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.717 Bd 20250728 Sr,,
14576,비엔케이캐피탈(주),KR614576DA59,B14576DA5,할부금융채권 (116250),,상장,활성,2020-05-26,,BNK캐피탈 207-5,BNK CAPITAL 207-5,회사채,,"10,000,000,000",2020-05-25,원화,2022-05-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.654,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-25,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.654 Bd 20220525 Sr,,
14576,비엔케이캐피탈(주),KR614576DA67,B14576DA6,할부금융채권 (116250),,상장,활성,2020-06-29,,BNK캐피탈 210-4,BNK CAPITAL 210-4,회사채,,"30,000,000,000",2020-06-26,원화,2023-05-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.59,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-26,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.590 Bd 20230526 Sr,,
14576,비엔케이캐피탈(주),KR614576EA58,B14576EA5,할부금융채권 (116250),,상장,활성,2020-05-26,,BNK캐피탈 207-6,BNK CAPITAL 207-6,회사채,,"10,000,000,000",2020-05-25,원화,2022-06-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.659,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-08-25,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.659 Bd 20220624 Sr,,
14576,비엔케이캐피탈(주),KR614576EA66,B14576EA6,할부금융채권 (116250),,상장,활성,2020-06-29,,BNK캐피탈 210-5,BNK CAPITAL 210-5,회사채,,"20,000,000,000",2020-06-26,원화,2024-06-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.657,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-26,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BNK CAPITAL/1.657 Bd 20240626 Sr,,
14914,오릭스캐피탈코리아주식회사,KR6149141A65,B149141A6,할부금융채권 (116250),,상장,활성,2020-06-19,,오릭스캐피탈코리아 33,ORIX CAPITAL KOREA 33,회사채,,"20,000,000,000",2020-06-17,원화,2027-06-17,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.1,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-17,비매출,,,무기명,,,,,한국예탁결제원,한국산업은행,하이투자증권(주),,," ",한국신용평가,한국기업평가,,DBFUFB,ORIX CAPITAL/2.10 Bd 20270617 Sr,,
15225,지에스에너지(주),KR6152251A65,B152251A6,일반사채 (116100),,상장,활성,2020-06-08,,지에스에너지 11-1,GSEnergy 11-1,회사채,,"140,000,000,000",2020-06-08,원화,2023-06-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.612,,100,100,개별민평 3Y+0.03bp,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-08,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한국투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFUFB,GSENERGY/1.544 Bd 20230608 Sr Ungtd,,
15225,지에스에너지(주),KR6152252A64,B152252A6,일반사채 (116100),,상장,활성,2020-06-08,,지에스에너지 11-2,GSEnergy 11-2,회사채,,"60,000,000,000",2020-06-08,원화,2025-06-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.857,,100,100,개별민평5Y+0.11bp,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-08,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한국투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFUFB,GSENERGY/ Bd 20250608 Sr Ungtd,,
16072,(주)현대케피코,KR6160721A60,B160721A6,일반사채 (116100),,상장,활성,2020-06-09,,현대케피코 8-1,HYNDAI KEFICO 8-1,회사채,,"100,000,000,000",2020-06-09,원화,2023-06-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.311,,100,100,6월 8일 수익율 확정,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-09,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,,,DBFUFB,HYUNDAI KEFICO/ Bd 20230609 Sr,,
16072,(주)현대케피코,KR6160722A69,B160722A6,일반사채 (116100),,상장,활성,2020-06-09,,현대케피코 8-2,HYNDAI KEFICO 8-2,회사채,,"60,000,000,000",2020-06-09,원화,2025-06-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.667,,100,100,6월 8일 수익율 확정,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-09,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,,,DBFUFB,HYUNDAI KEFICO/ Bd 20250609 Sr,,
16626,NH농협금융지주(주),KR6166261A63,B166261A6,일반사채 (116100),,상장,활성,2020-06-26,,NH농협금융지주 25-1,NONGHYUP FINANCIAL GROUP 25-1,회사채,,"200,000,000,000",2020-06-26,원화,2023-06-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.303,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-26,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),SK증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,NHFG/ Bd 20230626 Sr Ungtd,,
16626,NH농협금융지주(주),KR6166261A71,B166261A7,일반사채 (116100),,상장,활성,2020-07-27,,NH농협금융지주 26-1,NONGHYUP FINANCIAL GROUP 26-1,회사채,,"200,000,000,000",2020-07-24,원화,2023-07-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.143,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-24,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),하나금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,NHFG/1.143 Bd 20230724 Sr Ungtd,,
16626,NH농협금융지주(주),KR6166262A62,B166262A6,일반사채 (116100),,상장,활성,2020-06-26,,NH농협금융지주 25-2,NONGHYUP FINANCIAL GROUP 25-2,회사채,,"200,000,000,000",2020-06-26,원화,2025-06-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.443,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-26,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),SK증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,NHFG/ Bd 20250626 Sr Ungtd,,
16626,NH농협금융지주(주),KR6166262A70,B166262A7,일반사채 (116100),,상장,활성,2020-07-27,,NH농협금융지주 26-2,NONGHYUP FINANCIAL GROUP 26-2,회사채,,"200,000,000,000",2020-07-24,원화,2025-07-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.384,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,상환일,3,절사,일자기준,,2020-10-24,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),하나금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,NHFG/1.384 Bd 20250724 Sr Ungtd,,
16937,메리츠캐피탈(주),KR6169371A56,B169371A5,할부금융채권 (116250),,상장,활성,2020-05-26,,메리츠캐피탈 155,MERITZ CAPITAL 155,회사채,,"20,000,000,000",2020-05-25,원화,2021-07-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.623,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-08-25,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,부국증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,MERITZ CAPITAL/1.623 Bd 20210723 Sr,,
16937,메리츠캐피탈(주),KR6169371A64,B169371A6,할부금융채권 (116250),,상장,활성,2020-06-08,,메리츠캐피탈 156-1,MERITZ CAPITAL 156-1,회사채,,"70,000,000,000",2020-06-05,원화,2021-12-03,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.563,,100,100,마지막이자 365일할계산/메리츠금융지주 보증,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-05,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,MERITZ CAPITAL/1.563 Bd 20211203 Sr,,
16937,메리츠캐피탈(주),KR6169371A72,B169371A7,할부금융채권 (116250),,상장,활성,2020-07-10,,메리츠캐피탈 158,MERITZ CAPITAL 158,회사채,,"30,000,000,000",2020-07-09,원화,2021-08-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.85,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-10-09,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,부국증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,MERITZ CAPITAL/1.850 Bd 20210809 Sr,,
16937,메리츠캐피탈(주),KR6169372A63,B169372A6,할부금융채권 (116250),,상장,활성,2020-06-08,,메리츠캐피탈 156-2,MERITZ CAPITAL 156-2,회사채,,"10,000,000,000",2020-06-05,원화,2022-06-03,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.611,,100,100,마지막이자 365일할계산/메리츠금융지주 보증,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-05,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,MERITZ CAPITAL/1.611 Bd 20220603 Sr,,
16937,메리츠캐피탈(주),KR6169373A62,B169373A6,할부금융채권 (116250),,상장,활성,2020-06-08,,메리츠캐피탈 156-3,MERITZ CAPITAL 156-3,회사채,,"30,000,000,000",2020-06-05,원화,2023-06-05,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.75,,100,100,메리츠금융지주 보증,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-05,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,MERITZ CAPITAL/1.75 Bd 20230605 Sr,,
16937,메리츠캐피탈(주),KR6169373A70,B169373A7,할부금융채권 (116250),,상장,활성,2020-07-24,,메리츠캐피탈 160,MERITZ CAPITAL 160,회사채,,"30,000,000,000",2020-07-23,원화,2021-07-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.829,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-23,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,한국투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,MERITZ CAPITAL/1.829 Bd 20210723 Sr,,
16937,메리츠캐피탈(주),KR6169374A61,B169374A6,할부금융채권 (116250),,상장,활성,2020-06-26,,메리츠캐피탈 157,MERITZ CAPITAL 157,회사채,,"20,000,000,000",2020-06-25,원화,2021-06-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.905,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-25,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,케이알투자증권 주식회사,,NICE신용평가," ",한국신용평가,,,DBFNFB,MERITZ CAPITAL/1.905 Bd 20210625 Sr,,
16937,메리츠캐피탈(주),KR6169374A79,B169374A7,할부금융채권 (116250),,상장,활성,2020-07-30,,메리츠캐피탈 161-1,MERITZ CAPITAL 161-1,회사채,,"40,000,000,000",2020-07-29,원화,2021-07-29,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.82,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-29,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,SK증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,MERITZ CAPITAL/1.820 Bd 20210729 Sr,,
16937,메리츠캐피탈(주),KR6169375A78,B169375A7,할부금융채권 (116250),,상장,활성,2020-07-30,,메리츠캐피탈 161-2,MERITZ CAPITAL 161-2,회사채,,"10,000,000,000",2020-07-29,원화,2022-07-22,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.871,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-10-29,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,SK증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,MERITZ CAPITAL/1.871 Bd 20220722 Sr,,
17414,(주)우리카드,KR6174141A63,B174141A6,카드채권 (116220),,상장,활성,2020-06-05,,우리카드 171-1,WOORI CARD 171-1,회사채,,"40,000,000,000",2020-06-04,원화,2023-07-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.472,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-04,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Card/1.472 Bd 20230704 Sr,,
17414,(주)우리카드,KR6174142A62,B174142A6,카드채권 (116220),,상장,활성,2020-06-05,,우리카드 171-2,WOORI CARD 171-2,회사채,,"40,000,000,000",2020-06-04,원화,2023-08-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.478,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-04,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Card/1.478 Bd 20230804 Sr,,
17414,(주)우리카드,KR6174143A61,B174143A6,카드채권 (116220),,상장,활성,2020-06-05,,우리카드 171-3,WOORI CARD 171-3,회사채,,"20,000,000,000",2020-06-04,원화,2023-09-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.484,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-04,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Card/1.484 Bd 20230904 Sr,,
17414,(주)우리카드,KR6174144A60,B174144A6,카드채권 (116220),,상장,활성,2020-06-05,,우리카드 171-4,WOORI CARD 171-4,회사채,,"10,000,000,000",2020-06-04,원화,2024-05-03,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.553,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-04,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Card/1.553 Bd 20240503 Sr,,
17414,(주)우리카드,KR6174145A69,B174145A6,카드채권 (116220),,상장,활성,2020-06-05,,우리카드 171-5,WOORI CARD 171-5,회사채,,"50,000,000,000",2020-06-04,원화,2024-06-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.56,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-04,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Card/1.56 Bd 20240604 Sr,,
17414,(주)우리카드,KR6174146A68,B174146A6,카드채권 (116220),,상장,활성,2020-06-05,,우리카드 171-6,WOORI CARD 171-6,회사채,,"100,000,000,000",2020-06-04,원화,2025-06-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.706,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-04,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Card/1.706 Bd 20250604 Sr,,
17414,(주)우리카드,KR6174148A66,B174148A6,카드채권 (116220),,상장,활성,2020-06-15,,우리카드 173-1,WOORI CARD 173-1,회사채,,"20,000,000,000",2020-06-12,원화,2024-12-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.629,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-12,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,미래에셋대우(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Card/1.629 Bd 20241212 Sr,,
